date,type,player,team,duo_tier,blanks,l5_pts,result,break_type,chain_detail
2026-04-22,cold_stick_B,Brock Faber,MIN,B,3,1,W,none,
2026-04-22,cold_stick_B,Owen Tippett,PHI,B,3,1,L,goal,PIT@PHI P3 18:48 EN
2026-04-22,cold_stick_B,Luke Glendening,PHI,B,3,1,W,none,
2026-04-22,hot_duo_ELITE,Leo Carlsson + Troy Terry,ANA,ELITE,,3+3,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Leo Carlsson + Mikael Granlund,ANA,PP_LINK,,3+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Leo Carlsson + John Carlson,ANA,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Troy Terry + Mikael Granlund,ANA,PP_LINK,,3+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Troy Terry + John Carlson,ANA,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-22,hot_duo_STRONG,Alex Killorn + Mikael Granlund,ANA,STRONG,,3+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Alex Killorn + Mason McTavish,ANA,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Alex Killorn + Cutter Gauthier,ANA,PP_LINK,,3+6,W,chain_overlap,ANA@EDM P1 12:48 PP
2026-04-22,hot_duo_PP_LINK,Alex Killorn + Jackson Lacombe,ANA,PP_LINK,,3+3,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Mikael Granlund + John Carlson,ANA,PP_LINK,,6+5,L,no_chain_overlap,
2026-04-22,hot_duo_ELITE_PP2,Mason McTavish + Cutter Gauthier,ANA,ELITE_PP2,,5+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Mason McTavish + Jackson Lacombe,ANA,PP_LINK,,5+3,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Cutter Gauthier + Jackson Lacombe,ANA,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-22,hot_duo_STRONG,Justin Hryckowian + Wyatt Johnston,DAL,STRONG,,4+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Justin Hryckowian + Mavrik Bourque,DAL,PP_LINK,,4+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Justin Hryckowian + Esa Lindell,DAL,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Wyatt Johnston + Jason Robertson,DAL,PP_LINK,,6+7,W,chain_overlap,DAL@MIN P5 12:10 OT
2026-04-22,hot_duo_PP_LINK,Wyatt Johnston + Matt Duchene,DAL,PP_LINK,,6+6,W,chain_overlap,DAL@MIN P3 10:18 PP
2026-04-22,hot_duo_ELITE,Jason Robertson + Matt Duchene,DAL,ELITE,,7+6,W,chain_overlap,DAL@MIN P1 01:25 PP
2026-04-22,hot_duo_STRONG,Jason Robertson + Mavrik Bourque,DAL,STRONG,,7+6,L,no_chain_overlap,
2026-04-22,hot_duo_STRONG,Matt Duchene + Mavrik Bourque,DAL,STRONG,,6+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Mavrik Bourque + Esa Lindell,DAL,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-22,hot_duo_ELITE,Connor McDavid + Zach Hyman,EDM,ELITE,,12+5,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Connor McDavid + Leon Draisaitl,EDM,PP_LINK,,12+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Connor McDavid + Evan Bouchard,EDM,PP_LINK,,12+7,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Zach Hyman + Leon Draisaitl,EDM,PP_LINK,,5+6,L,both_active_no_chain,
2026-04-22,hot_duo_PP_LINK,Zach Hyman + Evan Bouchard,EDM,PP_LINK,,5+7,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Leon Draisaitl + Evan Bouchard,EDM,PP_LINK,,6+7,L,no_chain_overlap,
2026-04-22,hot_duo_ELITE,Kirill Kaprizov + Ryan Hartman,MIN,ELITE,,6+6,L,no_chain_overlap,
2026-04-22,hot_duo_STRONG,Kirill Kaprizov + Vladimir Tarasenko,MIN,STRONG,,6+3,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Kirill Kaprizov + Joel Eriksson Ek,MIN,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Kirill Kaprizov + Matt Boldy,MIN,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-22,hot_duo_STRONG,Ryan Hartman + Vladimir Tarasenko,MIN,STRONG,,6+3,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Ryan Hartman + Joel Eriksson Ek,MIN,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Ryan Hartman + Matt Boldy,MIN,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Vladimir Tarasenko + Marcus Johansson,MIN,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-22,hot_duo_STRONG,Marcus Johansson + Joel Eriksson Ek,MIN,STRONG,,4+6,L,both_active_no_chain,
2026-04-22,hot_duo_STRONG,Marcus Johansson + Matt Boldy,MIN,STRONG,,4+6,L,both_active_no_chain,
2026-04-22,hot_duo_ELITE,Joel Eriksson Ek + Matt Boldy,MIN,ELITE,,6+6,W,chain_overlap,DAL@MIN P2 05:00 ES
2026-04-22,hot_duo_PP_LINK,Trevor Zegras + Porter Martone,PHI,PP_LINK,,6+7,W,chain_overlap,PIT@PHI P2 05:18 PP
2026-04-22,hot_duo_PP_LINK,Sidney Crosby + Evgeni Malkin,PIT,PP_LINK,,7+8,W,chain_overlap,PIT@PHI P1 04:18 PP
2026-04-22,hot_duo_PP_LINK,Sidney Crosby + Erik Karlsson,PIT,PP_LINK,,7+6,L,both_active_no_chain,
2026-04-22,hot_duo_STRONG,Anthony Mantha + Evgeni Malkin,PIT,STRONG,,5+8,L,no_chain_overlap,
2026-04-22,hot_duo_PP_LINK,Evgeni Malkin + Erik Karlsson,PIT,PP_LINK,,8+6,L,both_active_no_chain,
2026-04-23,cold_stick_A,Marat Khusnutdinov,BOS,A,5,0,W,none,
2026-04-23,cold_stick_A,Zach Benson,BUF,A,5,0,W,none,
2026-04-23,cold_stick_A,Beck Malenstyn,BUF,A,5,0,W,none,
2026-04-23,cold_stick_A,Eric Robinson,CAR,A,5,0,L,assist,CAR@OTT P1 05:13 ES
2026-04-23,cold_stick_A,Joel Kiviranta,COL,A,5,0,W,none,
2026-04-23,cold_stick_A,Jack Drury,COL,A,5,0,W,none,
2026-04-23,cold_stick_A,Logan O'Connor,COL,A,5,0,W,none,
2026-04-23,cold_stick_A,Jeff Malott,LAK,A,5,0,W,none,
2026-04-23,cold_stick_A,Jared Wright,LAK,A,5,0,W,none,
2026-04-23,cold_stick_B,Jordan Greenway,BUF,B,4,1,W,none,
2026-04-23,cold_stick_B,Rasmus Dahlin,BUF,B,4,1,W,none,
2026-04-23,cold_stick_B,Nazem Kadri,COL,B,4,2,W,none,
2026-04-23,cold_stick_B,Joel Armia,LAK,B,4,1,W,none,
2026-04-23,cold_stick_B,Scott Laughton,LAK,B,4,1,W,none,
2026-04-23,cold_stick_B,Brandt Clarke,LAK,B,4,1,W,none,
2026-04-23,cold_stick_B,Elias Lindholm,BOS,B,3,1,W,none,
2026-04-23,cold_stick_B,Casey Mittelstadt,BOS,B,3,2,W,none,
2026-04-23,cold_stick_B,Lars Eller,OTT,B,3,1,W,none,
2026-04-23,cold_stick_B,Thomas Chabot,OTT,B,3,1,W,none,
2026-04-23,hot_duo_ELITE,Morgan Geekie + David Pastrnak,BOS,ELITE,,5+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Morgan Geekie + Pavel Zacha,BOS,PP_LINK,,5+5,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,David Pastrnak + Pavel Zacha,BOS,PP_LINK,,4+5,L,no_chain_overlap,
2026-04-23,hot_duo_STRONG,Pavel Zacha + Viktor Arvidsson,BOS,STRONG,,5+4,L,no_chain_overlap,
2026-04-23,hot_duo_STRONG,Sean Kuraly + Mark Kastelic,BOS,STRONG,,5+4,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE,Tage Thompson + Alex Tuch,BUF,ELITE,,3+5,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Tage Thompson + Jason Zucker,BUF,PP_LINK,,3+6,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Alex Tuch + Jason Zucker,BUF,PP_LINK,,5+6,L,no_chain_overlap,
2026-04-23,hot_duo_STRONG,Jason Zucker + Ryan McLeod,BUF,STRONG,,6+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Ryan McLeod + Josh Doan,BUF,PP_LINK,,4+5,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE,Andrei Svechnikov + Sebastian Aho,CAR,ELITE,,6+5,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Andrei Svechnikov + Nikolaj Ehlers,CAR,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Sebastian Aho + Nikolaj Ehlers,CAR,PP_LINK,,5+6,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE_PP2,Taylor Hall + Logan Stankoven,CAR,ELITE_PP2,,6+7,W,chain_overlap,CAR@OTT P1 05:13 ES
2026-04-23,hot_duo_ELITE_PP2,Taylor Hall + Jackson Blake,CAR,ELITE_PP2,,6+6,W,chain_overlap,CAR@OTT P2 17:29 ES
2026-04-23,hot_duo_PP_LINK,Taylor Hall + Jordan Staal,CAR,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Taylor Hall + Alexander Nikishin,CAR,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE_PP2,Logan Stankoven + Jackson Blake,CAR,ELITE_PP2,,7+6,L,both_active_no_chain,
2026-04-23,hot_duo_PP_LINK,Logan Stankoven + Jordan Staal,CAR,PP_LINK,,7+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Logan Stankoven + Alexander Nikishin,CAR,PP_LINK,,7+3,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Jackson Blake + Jordan Staal,CAR,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Jackson Blake + Alexander Nikishin,CAR,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-23,hot_duo_STRONG,Nikolaj Ehlers + Jordan Staal,CAR,STRONG,,6+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Jordan Staal + Alexander Nikishin,CAR,PP_LINK,,4+3,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE,Nathan MacKinnon + Martin Necas,COL,ELITE,,5+6,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Nathan MacKinnon + Cale Makar,COL,PP_LINK,,5+8,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Martin Necas + Cale Makar,COL,PP_LINK,,6+8,L,no_chain_overlap,
2026-04-23,hot_duo_STRONG,Trevor Moore + Quinton Byfield,LAK,STRONG,,5+5,W,chain_overlap,COL@LAK P2 05:55 ES
2026-04-23,hot_duo_STRONG,Trevor Moore + Alex Laferriere,LAK,STRONG,,5+6,W,chain_overlap,COL@LAK P2 05:55 ES
2026-04-23,hot_duo_PP_LINK,Trevor Moore + Andrei Kuzmenko,LAK,PP_LINK,,5+4,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE,Quinton Byfield + Alex Laferriere,LAK,ELITE,,5+6,W,chain_overlap,COL@LAK P2 05:55 ES
2026-04-23,hot_duo_ELITE,Brady Tkachuk + Tim Stützle,OTT,ELITE,,7+7,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE,Brady Tkachuk + Drake Batherson,OTT,ELITE,,7+5,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Brady Tkachuk + Dylan Cozens,OTT,PP_LINK,,7+4,L,no_chain_overlap,
2026-04-23,hot_duo_ELITE,Tim Stützle + Drake Batherson,OTT,ELITE,,7+5,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Tim Stützle + Dylan Cozens,OTT,PP_LINK,,7+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Drake Batherson + Dylan Cozens,OTT,PP_LINK,,5+4,L,no_chain_overlap,
2026-04-23,hot_duo_STRONG,Dylan Cozens + Claude Giroux,OTT,STRONG,,4+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Claude Giroux + Shane Pinto,OTT,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Claude Giroux + Fabian Zetterlund,OTT,PP_LINK,,4+5,L,no_chain_overlap,
2026-04-23,hot_duo_STRONG,Shane Pinto + Michael Amadio,OTT,STRONG,,4+3,L,no_chain_overlap,
2026-04-23,hot_duo_PP_LINK,Shane Pinto + Fabian Zetterlund,OTT,PP_LINK,,4+5,L,no_chain_overlap,
